origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,139,53,medium,165,21.058,Normal,Model 3,cloudy,0
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,109,47,medium,146,14.715,Eco,Model 3,sunny,1
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,89,28,high,228,16.148,Eco,ZS EV,monsoon,0
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,75,42,medium,112,11.588,Normal,Model 3,light_rain,1
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,100,58,medium,108,18.36,Normal,Atto 3,heavy_rain,0
Batticaloa,Jaffna,Batticaloa_Jaffna_A,A,100,50,low,120,18.36,Normal,Atto 3,heavy_rain,0
Batticaloa,Jaffna,Batticaloa_Jaffna_B,B,92,53,medium,109,16.726,Normal,ZS EV,cloudy,0
Batticaloa,Jaffna,Batticaloa_Jaffna_C,C,96,52,medium,116,15.821,Normal,Leaf,light_rain,1
Matara,Ratnapura,Matara_Ratnapura_A,A,102,59,medium,108,16.451,Eco,Leaf,monsoon,1
Matara,Ratnapura,Matara_Ratnapura_B,B,119,64,low,111,18.753,Eco,Atto 3,light_rain,0
Matara,Ratnapura,Matara_Ratnapura_C,C,121,45,medium,169,20.328,Normal,Model 3,monsoon,0
Trincomalee,Jaffna,Trincomalee_Jaffna_A,A,149,69,medium,136,22.1,Eco,Leaf,light_rain,0
Trincomalee,Jaffna,Trincomalee_Jaffna_B,B,125,60,high,150,21.25,Normal,Atto 3,sunny,1
Trincomalee,Jaffna,Trincomalee_Jaffna_C,C,137,37,medium,233,24.907,Normal,ZS EV,cloudy,0
Ratnapura,Matara,Ratnapura_Matara_A,A,36,61,low,35,5.508,Eco,Atto 3,sunny,0
Ratnapura,Matara,Ratnapura_Matara_B,B,31,46,high,48,5.173,Eco,ZS EV,light_rain,1
Ratnapura,Matara,Ratnapura_Matara_C,C,37,50,medium,46,8.422,Aggressive,Atto 3,light_rain,0
Trincomalee,Colombo,Trincomalee_Colombo_A,A,100,47,high,153,19.695,Aggressive,Model 3,cloudy,0
Trincomalee,Colombo,Trincomalee_Colombo_B,B,95,29,medium,206,22.23,Aggressive,ZS EV,sunny,0
Trincomalee,Colombo,Trincomalee_Colombo_C,C,111,61,medium,114,17.982,Normal,Model 3,heavy_rain,1
Galle,Trincomalee,Galle_Trincomalee_A,A,62,44,medium,88,11.495,Normal,ZS EV,light_rain,0
Galle,Trincomalee,Galle_Trincomalee_B,B,49,55,low,53,9.085,Normal,ZS EV,light_rain,0
Galle,Trincomalee,Galle_Trincomalee_C,C,47,53,medium,55,8.46,Normal,ZS EV,sunny,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,91,42,low,130,13.787,Normal,Model 3,cloudy,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,91,20,medium,286,16.871,Normal,ZS EV,light_rain,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,88,53,medium,104,15.396,Eco,ZS EV,heavy_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,33,41,low,48,5.0,Normal,Model 3,cloudy,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,26,56,medium,29,4.017,Normal,Model 3,light_rain,1
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,30,56,medium,33,4.635,Normal,Model 3,light_rain,0
Batticaloa,Trincomalee,Batticaloa_Trincomalee_A,A,76,20,high,273,14.47,Normal,Atto 3,monsoon,0
Batticaloa,Trincomalee,Batticaloa_Trincomalee_B,B,100,59,medium,106,18.0,Normal,ZS EV,sunny,0
Batticaloa,Trincomalee,Batticaloa_Trincomalee_C,C,75,43,high,125,13.635,Normal,ZS EV,cloudy,1
Kandy,Jaffna,Kandy_Jaffna_A,A,102,48,low,127,18.36,Normal,ZS EV,sunny,0
Kandy,Jaffna,Kandy_Jaffna_B,B,119,72,low,99,30.074,Aggressive,ZS EV,heavy_rain,0
Kandy,Jaffna,Kandy_Jaffna_C,C,89,42,medium,133,14.24,Normal,Leaf,sunny,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,60,72,low,50,10.752,Normal,Leaf,monsoon,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,55,55,high,72,9.24,Normal,Model 3,monsoon,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,48,42,medium,72,8.064,Normal,Model 3,monsoon,1
Ratnapura,Matara,Ratnapura_Matara_A,A,61,71,medium,54,10.453,Eco,Atto 3,monsoon,0
Ratnapura,Matara,Ratnapura_Matara_B,B,60,60,high,72,10.302,Normal,Atto 3,cloudy,0
Ratnapura,Matara,Ratnapura_Matara_C,C,57,57,high,72,9.211,Normal,Leaf,cloudy,1
Galle,Kurunegala,Galle_Kurunegala_A,A,52,47,low,66,7.956,Eco,Atto 3,sunny,1
Galle,Kurunegala,Galle_Kurunegala_B,B,57,46,low,74,9.211,Normal,Leaf,cloudy,0
Galle,Kurunegala,Galle_Kurunegala_C,C,57,62,low,55,9.973,Eco,ZS EV,heavy_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_A,A,73,52,high,101,14.191,Normal,ZS EV,heavy_rain,1
Kandy,Ratnapura,Kandy_Ratnapura_B,B,98,53,medium,116,15.68,Normal,Leaf,sunny,0
Kandy,Ratnapura,Kandy_Ratnapura_C,C,76,78,low,58,19.207,Aggressive,ZS EV,heavy_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,71,46,medium,97,12.07,Normal,Atto 3,sunny,1
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,76,20,medium,239,13.308,Normal,Atto 3,light_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,82,41,low,120,12.423,Normal,Model 3,cloudy,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_A,A,55,39,low,84,8.667,Eco,Atto 3,light_rain,1
Kurunegala,Trincomalee,Kurunegala_Trincomalee_B,B,50,34,low,88,8.64,Normal,Leaf,heavy_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_C,C,59,44,medium,84,11.47,Normal,ZS EV,heavy_rain,0
Jaffna,Kandy,Jaffna_Kandy_A,A,66,37,medium,112,10.56,Normal,Leaf,sunny,0
Jaffna,Kandy,Jaffna_Kandy_B,B,69,80,medium,54,10.661,Normal,Model 3,light_rain,1
Jaffna,Kandy,Jaffna_Kandy_C,C,66,49,low,80,10.644,Eco,Leaf,monsoon,0
Jaffna,Galle,Jaffna_Galle_A,A,81,71,high,82,20.049,Aggressive,Atto 3,monsoon,0
Jaffna,Galle,Jaffna_Galle_B,B,98,47,low,125,24.257,Aggressive,Atto 3,monsoon,0
Jaffna,Galle,Jaffna_Galle_C,C,91,50,high,131,15.934,Normal,Atto 3,light_rain,1
Batticaloa,Colombo,Batticaloa_Colombo_A,A,91,66,low,82,15.037,Eco,Atto 3,heavy_rain,1
Batticaloa,Colombo,Batticaloa_Colombo_B,B,118,58,high,146,20.662,Normal,Atto 3,light_rain,0
Batticaloa,Colombo,Batticaloa_Colombo_C,C,105,32,medium,206,14.175,Eco,Model 3,sunny,0
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,59,52,high,81,8.938,Normal,Model 3,cloudy,0
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,49,41,low,71,8.996,Normal,Atto 3,heavy_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,48,43,low,66,7.68,Normal,Leaf,sunny,1
Batticaloa,Galle,Batticaloa_Galle_A,A,97,62,high,112,16.622,Eco,Atto 3,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_B,B,87,61,high,102,14.376,Eco,Atto 3,heavy_rain,0
Batticaloa,Galle,Batticaloa_Galle_C,C,70,51,low,82,13.787,Aggressive,Model 3,cloudy,1
Galle,Trincomalee,Galle_Trincomalee_A,A,103,59,high,125,18.54,Normal,ZS EV,sunny,0
Galle,Trincomalee,Galle_Trincomalee_B,B,103,40,medium,162,18.911,Normal,Atto 3,heavy_rain,0
Galle,Trincomalee,Galle_Trincomalee_C,C,115,42,medium,172,17.771,Eco,Atto 3,cloudy,1
Colombo,Jaffna,Colombo_Jaffna_A,A,28,70,low,24,5.331,Normal,Atto 3,monsoon,0
Colombo,Jaffna,Colombo_Jaffna_B,B,20,42,low,28,3.4,Normal,Atto 3,sunny,1
Colombo,Jaffna,Colombo_Jaffna_C,C,29,30,high,69,5.074,Eco,ZS EV,heavy_rain,0
Kurunegala,Galle,Kurunegala_Galle_A,A,43,58,low,44,6.88,Normal,Leaf,sunny,0
Kurunegala,Galle,Kurunegala_Galle_B,B,39,59,high,47,7.681,Aggressive,Model 3,cloudy,0
Kurunegala,Galle,Kurunegala_Galle_C,C,34,39,low,52,6.474,Normal,Atto 3,monsoon,1
Trincomalee,Galle,Trincomalee_Galle_A,A,106,31,low,205,17.515,Eco,Atto 3,heavy_rain,0
Trincomalee,Galle,Trincomalee_Galle_B,B,103,53,high,139,16.686,Normal,Model 3,heavy_rain,1
Trincomalee,Galle,Trincomalee_Galle_C,C,104,56,medium,117,19.282,Normal,ZS EV,light_rain,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_A,A,111,52,low,128,18.87,Normal,Atto 3,sunny,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_B,B,110,47,medium,147,22.176,Normal,ZS EV,monsoon,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_C,C,103,33,low,187,17.798,Normal,Leaf,heavy_rain,1
Colombo,Trincomalee,Colombo_Trincomalee_A,A,105,50,low,126,17.35,Eco,Atto 3,heavy_rain,0
Colombo,Trincomalee,Colombo_Trincomalee_B,B,131,46,high,205,23.816,Normal,ZS EV,cloudy,0
Colombo,Trincomalee,Colombo_Trincomalee_C,C,99,22,low,270,14.998,Normal,Model 3,cloudy,1
Colombo,Kandy,Colombo_Kandy_A,A,49,25,high,141,9.878,Normal,ZS EV,monsoon,0
Colombo,Kandy,Colombo_Kandy_B,B,51,41,medium,78,10.282,Normal,ZS EV,monsoon,0
Colombo,Kandy,Colombo_Kandy_C,C,45,76,medium,37,7.727,Normal,Atto 3,cloudy,1
Colombo,Trincomalee,Colombo_Trincomalee_A,A,31,49,low,37,6.851,Aggressive,Atto 3,sunny,0
Colombo,Trincomalee,Colombo_Trincomalee_B,B,24,60,high,28,3.955,Normal,Leaf,light_rain,1
Colombo,Trincomalee,Colombo_Trincomalee_C,C,31,52,medium,37,5.312,Eco,Atto 3,monsoon,0
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,84,64,medium,82,13.44,Normal,Leaf,sunny,1
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,102,27,low,226,15.759,Normal,Model 3,light_rain,0
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,85,63,medium,85,15.232,Normal,Leaf,monsoon,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_A,A,72,56,high,92,16.389,Aggressive,Atto 3,light_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_B,B,74,24,medium,194,13.427,Eco,ZS EV,monsoon,1
Kurunegala,Trincomalee,Kurunegala_Trincomalee_C,C,84,29,high,208,13.744,Eco,ZS EV,cloudy,0
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,86,63,low,81,14.766,Normal,Atto 3,cloudy,0
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,62,69,low,53,9.92,Normal,Leaf,sunny,1
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,63,44,medium,90,12.247,Normal,ZS EV,heavy_rain,0
Trincomalee,Matara,Trincomalee_Matara_A,A,136,46,medium,186,24.97,Normal,Atto 3,heavy_rain,0
Trincomalee,Matara,Trincomalee_Matara_B,B,109,32,low,204,19.533,Normal,Leaf,monsoon,1
Trincomalee,Matara,Trincomalee_Matara_C,C,143,48,low,178,27.885,Aggressive,Model 3,sunny,0
Trincomalee,Jaffna,Trincomalee_Jaffna_A,A,107,59,high,130,16.532,Normal,Model 3,light_rain,1
Trincomalee,Jaffna,Trincomalee_Jaffna_B,B,125,31,low,241,25.2,Normal,ZS EV,monsoon,0
Trincomalee,Jaffna,Trincomalee_Jaffna_C,C,94,36,high,187,16.446,Eco,ZS EV,heavy_rain,0
Jaffna,Matara,Jaffna_Matara_A,A,39,41,low,57,6.989,Normal,Leaf,monsoon,0
Jaffna,Matara,Jaffna_Matara_B,B,35,23,medium,95,8.272,Aggressive,ZS EV,cloudy,0
Jaffna,Matara,Jaffna_Matara_C,C,34,43,medium,49,6.61,Normal,ZS EV,heavy_rain,1
Colombo,Kandy,Colombo_Kandy_A,A,108,36,medium,189,17.846,Eco,Atto 3,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_B,B,97,32,high,218,16.762,Normal,Leaf,heavy_rain,1
Colombo,Kandy,Colombo_Kandy_C,C,108,54,high,144,19.354,Normal,Leaf,monsoon,0
Kurunegala,Kandy,Kurunegala_Kandy_A,A,35,62,high,40,5.09,Eco,Leaf,cloudy,1
Kurunegala,Kandy,Kurunegala_Kandy_B,B,37,60,high,44,6.86,Normal,ZS EV,light_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_C,C,41,42,medium,61,9.882,Aggressive,ZS EV,light_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,45,63,low,42,6.674,Eco,Leaf,light_rain,1
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,44,45,low,58,10.891,Aggressive,Atto 3,monsoon,0
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,50,35,high,102,9.52,Normal,Atto 3,monsoon,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_A,A,64,64,high,72,16.174,Aggressive,ZS EV,heavy_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_B,B,65,39,medium,105,10.483,Eco,Leaf,monsoon,1
Kurunegala,Trincomalee,Kurunegala_Trincomalee_C,C,62,50,high,89,11.11,Normal,Leaf,monsoon,0
Kandy,Galle,Kandy_Galle_A,A,135,66,medium,128,22.95,Normal,Atto 3,sunny,0
Kandy,Galle,Kandy_Galle_B,B,98,50,high,141,15.68,Normal,Leaf,sunny,1
Kandy,Galle,Kandy_Galle_C,C,139,50,medium,175,32.851,Aggressive,ZS EV,cloudy,0
Galle,Jaffna,Galle_Jaffna_A,A,57,36,high,114,9.85,Normal,Leaf,heavy_rain,0
Galle,Jaffna,Galle_Jaffna_B,B,53,72,medium,46,11.134,Aggressive,Leaf,cloudy,0
Galle,Jaffna,Galle_Jaffna_C,C,56,39,medium,90,8.652,Normal,Model 3,light_rain,1
Trincomalee,Matara,Trincomalee_Matara_A,A,69,61,low,67,10.557,Eco,Atto 3,sunny,0
Trincomalee,Matara,Trincomalee_Matara_B,B,47,58,low,48,10.491,Aggressive,Atto 3,cloudy,0
Trincomalee,Matara,Trincomalee_Matara_C,C,53,45,medium,74,9.826,Normal,ZS EV,light_rain,1
Colombo,Jaffna,Colombo_Jaffna_A,A,105,59,low,106,21.089,Aggressive,Model 3,light_rain,0
Colombo,Jaffna,Colombo_Jaffna_B,B,94,56,high,120,14.382,Eco,Atto 3,sunny,1
Colombo,Jaffna,Colombo_Jaffna_C,C,112,47,low,142,20.362,Normal,ZS EV,cloudy,0
Galle,Jaffna,Galle_Jaffna_A,A,110,49,low,134,17.82,Eco,ZS EV,sunny,1
Galle,Jaffna,Galle_Jaffna_B,B,115,37,high,223,17.768,Normal,Model 3,light_rain,0
Galle,Jaffna,Galle_Jaffna_C,C,92,41,low,134,22.772,Aggressive,Atto 3,monsoon,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_A,A,44,50,low,52,9.427,Aggressive,Leaf,light_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_B,B,34,58,low,35,6.12,Normal,ZS EV,sunny,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_C,C,30,40,medium,47,4.536,Eco,Model 3,monsoon,1
Trincomalee,Matara,Trincomalee_Matara_A,A,101,69,low,87,15.301,Normal,Model 3,cloudy,1
Trincomalee,Matara,Trincomalee_Matara_B,B,106,53,low,120,18.995,Normal,Leaf,monsoon,0
Trincomalee,Matara,Trincomalee_Matara_C,C,90,23,medium,246,18.954,Aggressive,Model 3,heavy_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,90,41,low,131,19.282,Aggressive,Leaf,light_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_B,B,107,63,medium,107,14.445,Eco,Model 3,sunny,1
Matara,Anuradhapura,Matara_Anuradhapura_C,C,96,39,medium,155,15.514,Normal,Leaf,cloudy,0
Colombo,Galle,Colombo_Galle_A,A,106,62,high,123,20.606,Normal,ZS EV,heavy_rain,0
Colombo,Galle,Colombo_Galle_B,B,105,40,medium,165,17.993,Eco,Atto 3,monsoon,0
Colombo,Galle,Colombo_Galle_C,C,93,48,low,116,18.079,Normal,ZS EV,heavy_rain,1
Trincomalee,Colombo,Trincomalee_Colombo_A,A,37,35,low,63,6.216,Normal,Model 3,monsoon,1
Trincomalee,Colombo,Trincomalee_Colombo_B,B,38,64,high,42,7.387,Normal,ZS EV,heavy_rain,0
Trincomalee,Colombo,Trincomalee_Colombo_C,C,42,53,high,57,6.72,Normal,Leaf,sunny,0
Galle,Kurunegala,Galle_Kurunegala_A,A,110,45,high,176,27.227,Aggressive,Atto 3,monsoon,0
Galle,Kurunegala,Galle_Kurunegala_B,B,133,60,medium,139,25.855,Normal,ZS EV,heavy_rain,0
Galle,Kurunegala,Galle_Kurunegala_C,C,103,46,medium,141,18.54,Normal,ZS EV,sunny,1
Jaffna,Matara,Jaffna_Matara_A,A,132,53,low,149,21.331,Normal,Leaf,cloudy,0
Jaffna,Matara,Jaffna_Matara_B,B,147,55,high,192,24.99,Normal,Atto 3,sunny,0
Jaffna,Matara,Jaffna_Matara_C,C,149,48,medium,195,20.115,Eco,Model 3,sunny,1
Matara,Anuradhapura,Matara_Anuradhapura_A,A,129,39,low,198,26.006,Normal,ZS EV,monsoon,0
Matara,Anuradhapura,Matara_Anuradhapura_B,B,137,42,high,234,22.578,Normal,Leaf,light_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,132,45,high,211,21.12,Normal,Leaf,sunny,1
Matara,Batticaloa,Matara_Batticaloa_A,A,67,41,medium,102,12.181,Normal,ZS EV,cloudy,0
Matara,Batticaloa,Matara_Batticaloa_B,B,54,32,low,101,8.726,Normal,Leaf,cloudy,1
Matara,Batticaloa,Matara_Batticaloa_C,C,68,45,low,90,10.302,Normal,Model 3,cloudy,0
Matara,Ratnapura,Matara_Ratnapura_A,A,55,53,low,62,8.25,Normal,Model 3,sunny,0
Matara,Ratnapura,Matara_Ratnapura_B,B,47,75,high,45,7.595,Normal,Leaf,cloudy,1
Matara,Ratnapura,Matara_Ratnapura_C,C,58,40,medium,91,8.603,Eco,Leaf,light_rain,0
Ratnapura,Colombo,Ratnapura_Colombo_A,A,55,44,high,90,12.155,Aggressive,Atto 3,sunny,0
Ratnapura,Colombo,Ratnapura_Colombo_B,B,54,46,high,84,10.282,Normal,Atto 3,monsoon,0
Ratnapura,Colombo,Ratnapura_Colombo_C,C,51,65,high,56,10.282,Normal,ZS EV,monsoon,1
Kurunegala,Galle,Kurunegala_Galle_A,A,46,47,medium,61,10.046,Aggressive,Model 3,monsoon,0
Kurunegala,Galle,Kurunegala_Galle_B,B,55,45,medium,77,9.35,Normal,Atto 3,sunny,1
Kurunegala,Galle,Kurunegala_Galle_C,C,52,46,low,67,9.435,Eco,ZS EV,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,19,51,high,26,3.454,Normal,ZS EV,cloudy,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,20,48,low,25,3.456,Normal,Leaf,heavy_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,19,50,high,27,3.454,Normal,ZS EV,cloudy,0
Kandy,Ratnapura,Kandy_Ratnapura_A,A,106,47,high,162,17.344,Eco,ZS EV,cloudy,1
Kandy,Ratnapura,Kandy_Ratnapura_B,B,100,72,medium,87,25.272,Aggressive,ZS EV,heavy_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_C,C,94,69,medium,85,22.656,Aggressive,ZS EV,light_rain,0
Batticaloa,Kandy,Batticaloa_Kandy_A,A,32,35,low,54,5.184,Eco,ZS EV,sunny,0
Batticaloa,Kandy,Batticaloa_Kandy_B,B,30,42,low,42,4.5,Normal,Model 3,sunny,1
Batticaloa,Kandy,Batticaloa_Kandy_C,C,34,50,high,48,5.508,Normal,Model 3,heavy_rain,0
Colombo,Matara,Colombo_Matara_A,A,72,35,low,123,11.664,Normal,Model 3,heavy_rain,0
Colombo,Matara,Colombo_Matara_B,B,70,55,low,76,10.206,Eco,Model 3,heavy_rain,1
Colombo,Matara,Colombo_Matara_C,C,82,62,low,79,11.181,Eco,Model 3,cloudy,0
Galle,Kandy,Galle_Kandy_A,A,63,30,medium,132,11.34,Normal,ZS EV,sunny,0
Galle,Kandy,Galle_Kandy_B,B,57,45,medium,79,9.973,Eco,ZS EV,heavy_rain,1
Galle,Kandy,Galle_Kandy_C,C,62,53,low,70,11.16,Normal,ZS EV,sunny,0
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,68,46,high,106,9.18,Eco,Model 3,sunny,1
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,65,57,medium,71,11.934,Normal,Atto 3,heavy_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,61,48,low,76,10.08,Eco,Atto 3,heavy_rain,0
Matara,Jaffna,Matara_Jaffna_A,A,131,41,medium,201,22.27,Normal,Atto 3,sunny,0
Matara,Jaffna,Matara_Jaffna_B,B,133,58,low,137,22.344,Normal,Model 3,monsoon,0
Matara,Jaffna,Matara_Jaffna_C,C,116,56,medium,130,21.089,Normal,ZS EV,cloudy,1
Matara,Jaffna,Matara_Jaffna_A,A,132,44,high,216,23.998,Normal,ZS EV,cloudy,0
Matara,Jaffna,Matara_Jaffna_B,B,105,58,high,130,15.75,Normal,Model 3,sunny,1
Matara,Jaffna,Matara_Jaffna_C,C,143,40,low,214,34.466,Aggressive,ZS EV,light_rain,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_A,A,86,50,high,123,15.059,Normal,Atto 3,light_rain,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_B,B,63,75,high,60,10.382,Normal,Leaf,light_rain,1
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_C,C,76,20,low,228,12.312,Eco,ZS EV,sunny,0
Trincomalee,Galle,Trincomalee_Galle_A,A,36,59,high,43,5.006,Eco,Model 3,light_rain,1
Trincomalee,Galle,Trincomalee_Galle_B,B,33,65,medium,31,5.099,Eco,Atto 3,cloudy,0
Trincomalee,Galle,Trincomalee_Galle_C,C,35,49,low,42,5.25,Normal,Model 3,sunny,0
Trincomalee,Jaffna,Trincomalee_Jaffna_A,A,53,53,medium,63,10.303,Normal,ZS EV,heavy_rain,0
Trincomalee,Jaffna,Trincomalee_Jaffna_B,B,56,80,high,50,8.652,Normal,Model 3,light_rain,1
Trincomalee,Jaffna,Trincomalee_Jaffna_C,C,45,47,low,57,9.477,Aggressive,Model 3,heavy_rain,0
Kandy,Galle,Kandy_Galle_A,A,114,43,low,159,24.008,Aggressive,Model 3,heavy_rain,0
Kandy,Galle,Kandy_Galle_B,B,99,64,medium,97,15.998,Normal,Leaf,cloudy,1
Kandy,Galle,Kandy_Galle_C,C,105,57,low,110,19.051,Eco,ZS EV,monsoon,0
Galle,Colombo,Galle_Colombo_A,A,26,60,medium,27,4.017,Normal,Model 3,light_rain,1
Galle,Colombo,Galle_Colombo_B,B,30,70,medium,27,6.026,Aggressive,Model 3,light_rain,0
Galle,Colombo,Galle_Colombo_C,C,24,39,high,44,4.147,Normal,Leaf,heavy_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_A,A,76,50,low,91,14.774,Normal,ZS EV,heavy_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_B,B,95,56,high,122,14.393,Normal,Model 3,cloudy,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_C,C,80,49,low,97,18.907,Aggressive,ZS EV,cloudy,0
Matara,Jaffna,Matara_Jaffna_A,A,86,40,high,154,12.9,Normal,Model 3,sunny,1
Matara,Jaffna,Matara_Jaffna_B,B,92,51,low,108,13.248,Eco,Leaf,sunny,0
Matara,Jaffna,Matara_Jaffna_C,C,82,42,medium,123,14.694,Normal,Leaf,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_A,A,32,55,low,34,4.896,Eco,Atto 3,sunny,0
Ratnapura,Galle,Ratnapura_Galle_B,B,30,54,low,33,6.048,Normal,ZS EV,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_C,C,27,30,low,54,4.32,Normal,Leaf,sunny,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_A,A,54,65,low,49,8.64,Normal,Leaf,sunny,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_B,B,53,52,high,73,9.28,Normal,Atto 3,light_rain,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_C,C,61,41,medium,93,9.76,Normal,Leaf,sunny,0
Matara,Jaffna,Matara_Jaffna_A,A,144,47,high,220,25.214,Normal,Atto 3,light_rain,0
Matara,Jaffna,Matara_Jaffna_B,B,132,43,high,221,19.998,Normal,Model 3,cloudy,1
Matara,Jaffna,Matara_Jaffna_C,C,138,24,high,414,20.7,Normal,Model 3,sunny,0
Galle,Kandy,Galle_Kandy_A,A,39,59,low,39,6.026,Normal,Model 3,light_rain,1
Galle,Kandy,Galle_Kandy_B,B,41,61,high,48,8.266,Normal,ZS EV,monsoon,0
Galle,Kandy,Galle_Kandy_C,C,41,49,high,60,7.38,Normal,ZS EV,sunny,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,36,50,low,43,6.48,Normal,ZS EV,sunny,0
Matara,Anuradhapura,Matara_Anuradhapura_B,B,37,57,medium,40,6.353,Normal,Atto 3,cloudy,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,33,44,high,54,5.049,Eco,Atto 3,sunny,1
Matara,Ratnapura,Matara_Ratnapura_A,A,121,53,high,164,24.394,Normal,ZS EV,monsoon,0
Matara,Ratnapura,Matara_Ratnapura_B,B,131,37,high,254,17.685,Eco,Model 3,sunny,0
Matara,Ratnapura,Matara_Ratnapura_C,C,97,61,high,114,16.028,Eco,Atto 3,heavy_rain,1
Batticaloa,Matara,Batticaloa_Matara_A,A,31,48,high,46,4.65,Normal,Model 3,sunny,0
Batticaloa,Matara,Batticaloa_Matara_B,B,21,48,low,26,3.36,Normal,Leaf,sunny,1
Batticaloa,Matara,Batticaloa_Matara_C,C,24,58,low,24,4.202,Normal,Atto 3,light_rain,0
Batticaloa,Colombo,Batticaloa_Colombo_A,A,74,37,low,120,11.84,Normal,Leaf,sunny,0
Batticaloa,Colombo,Batticaloa_Colombo_B,B,79,56,low,84,11.85,Normal,Model 3,sunny,1
Batticaloa,Colombo,Batticaloa_Colombo_C,C,80,58,high,99,12.96,Eco,ZS EV,sunny,0
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,70,41,low,102,11.536,Normal,Leaf,light_rain,1
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,65,53,high,88,12.675,Aggressive,Model 3,sunny,0
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,88,59,medium,93,13.052,Eco,Leaf,light_rain,0
Matara,Jaffna,Matara_Jaffna_A,A,40,42,high,68,6.8,Normal,Atto 3,sunny,0
