trip_id,vehicle_model,battery_capacity_kWh,battery_start_%,battery_start_kWh,eff_kWh_per_km,max_possible_km,predicted_remaining_km
TR006400,Model 3,75,87.35,65.513,0.15,436.75,380.32
TR006401,Model 3,40,49.53,19.812,0.1425,139.03,0.0
TR006402,Atto 3,75,56.45,42.337,0.17,249.04,0.0
TR006403,Atto 3,50,55.1,27.55,0.204,135.05,54.19
TR006404,ZS EV,40,57.06,22.824,0.18,126.8,59.67
TR006405,Leaf,50,51.94,25.97,0.16,162.31,0.0
TR006406,Model 3,75,46.65,34.987,0.18,194.38,0.0
TR006407,Atto 3,50,95.01,47.505,0.1615,294.15,218.33
TR006408,Model 3,75,57.82,43.365,0.18,240.92,79.79
TR006409,ZS EV,50,98.07,49.035,0.171,286.75,46.88
TR006410,Leaf,40,68.77,27.508,0.192,143.27,82.82
TR006411,Leaf,40,73.21,29.284,0.192,152.52,105.55
TR006412,Atto 3,50,77.34,38.67,0.1615,239.44,169.62
TR006413,Model 3,75,64.01,48.008,0.15,320.05,233.46
TR006414,Model 3,50,41.43,20.715,0.18,115.08,24.07
TR006415,ZS EV,60,50.73,30.438,0.216,140.92,51.34
TR006416,ZS EV,75,96.79,72.593,0.18,403.29,292.19
TR006417,Model 3,60,48.96,29.376,0.1425,206.15,141.31
TR006418,Model 3,75,59.5,44.625,0.15,297.5,179.15
TR006419,Atto 3,60,57.58,34.548,0.17,203.22,0.0
TR006420,Leaf,60,70.96,42.576,0.16,266.1,178.93
TR006421,Leaf,60,91.42,54.852,0.16,342.82,11.76
TR006422,ZS EV,75,54.6,40.95,0.216,189.58,0.0
TR006423,ZS EV,60,77.3,46.38,0.18,257.67,119.42
TR006424,Leaf,50,99.9,49.95,0.192,260.16,56.16
TR006425,Leaf,75,53.13,39.847,0.152,262.15,203.85
TR006426,Atto 3,50,88.14,44.07,0.17,259.24,185.84
TR006427,Model 3,50,61.15,30.575,0.15,203.83,0.0
TR006428,Atto 3,50,62.08,31.04,0.17,182.59,0.0
TR006429,Atto 3,60,64.06,38.436,0.17,226.09,180.11
TR006430,Atto 3,60,94.3,56.58,0.17,332.82,0.0
TR006431,ZS EV,60,76.33,45.798,0.18,254.43,66.53
TR006432,Model 3,75,44.13,33.097,0.15,220.65,24.84
TR006433,ZS EV,40,57.25,22.9,0.18,127.22,0.0
TR006434,Atto 3,75,48.29,36.218,0.17,213.04,123.73
TR006435,Leaf,75,79.71,59.782,0.16,373.64,314.93
TR006436,Model 3,75,84.06,63.045,0.15,420.3,311.69
TR006437,Atto 3,40,82.9,33.16,0.204,162.55,22.22
TR006438,Atto 3,60,75.19,45.114,0.1615,279.34,225.45
TR006439,Atto 3,60,59.66,35.796,0.204,175.47,94.96
TR006440,Leaf,40,70.9,28.36,0.16,177.25,105.49
TR006441,ZS EV,75,88.04,66.03,0.171,386.14,227.46
TR006442,Atto 3,60,51.1,30.66,0.17,180.35,0.0
TR006443,Leaf,75,58.3,43.725,0.152,287.66,0.0
TR006444,Leaf,50,86.66,43.33,0.192,225.68,179.28
TR006445,ZS EV,75,48.38,36.285,0.18,201.58,119.36
TR006446,ZS EV,40,55.68,22.272,0.18,123.73,0.0
TR006447,Atto 3,40,79.82,31.928,0.17,187.81,14.98
TR006448,Atto 3,40,92.23,36.892,0.204,180.84,73.25
TR006449,Model 3,60,79.67,47.802,0.18,265.57,0.0
TR006450,Model 3,60,51.86,31.116,0.18,172.87,0.0
TR006451,Model 3,50,82.4,41.2,0.1425,289.12,141.04
TR006452,Atto 3,60,79.47,47.682,0.17,280.48,181.95
TR006453,Atto 3,40,81.31,32.524,0.204,159.43,36.72
TR006454,Model 3,60,80.64,48.384,0.15,322.56,86.65
TR006455,Atto 3,40,97.67,39.068,0.17,229.81,108.91
TR006456,Atto 3,40,76.64,30.656,0.1615,189.82,81.1
TR006457,Model 3,40,43.93,17.572,0.15,117.15,0.0
TR006458,Atto 3,40,60.79,24.316,0.17,143.04,0.0
TR006459,Model 3,40,91.82,36.728,0.15,244.85,101.27
TR006460,Atto 3,60,69.11,41.466,0.17,243.92,2.89
TR006461,ZS EV,60,58.3,34.98,0.216,161.94,0.0
TR006462,Leaf,75,73.5,55.125,0.16,344.53,205.77
TR006463,Model 3,60,45.19,27.114,0.15,180.76,121.89
TR006464,Model 3,50,53.99,26.995,0.1425,189.44,30.25
TR006465,Model 3,40,43.97,17.588,0.1425,123.42,0.0
TR006466,ZS EV,40,41.21,16.484,0.18,91.58,0.0
TR006467,Leaf,75,74.51,55.883,0.16,349.27,300.36
TR006468,Atto 3,40,49.97,19.988,0.17,117.58,0.0
TR006469,ZS EV,40,72.56,29.024,0.18,161.24,0.0
TR006470,Atto 3,50,94.08,47.04,0.17,276.71,160.26
TR006471,ZS EV,40,67.62,27.048,0.18,150.27,0.0
TR006472,Atto 3,50,92.48,46.24,0.17,272.0,97.97
TR006473,Leaf,75,85.7,64.275,0.16,401.72,87.39
TR006474,Model 3,40,98.13,39.252,0.15,261.68,186.69
TR006475,Atto 3,40,65.11,26.044,0.17,153.2,0.0
TR006476,Model 3,40,54.36,21.744,0.18,120.8,63.94
TR006477,Model 3,50,99.19,49.595,0.15,330.63,116.19
TR006478,ZS EV,60,46.07,27.642,0.18,153.57,0.0
TR006479,Model 3,60,83.18,49.908,0.1425,350.23,196.74
TR006480,Leaf,75,70.69,53.017,0.16,331.36,106.81
TR006481,Leaf,60,99.95,59.97,0.16,374.81,116.58
TR006482,ZS EV,75,69.62,52.215,0.18,290.08,253.53
TR006483,Model 3,60,78.4,47.04,0.15,313.6,0.0
TR006484,ZS EV,60,73.24,43.944,0.18,244.13,0.0
TR006485,ZS EV,40,82.28,32.912,0.171,192.47,0.0
TR006486,Leaf,50,70.17,35.085,0.192,182.73,0.0
TR006487,Atto 3,60,46.34,27.804,0.17,163.55,91.09
TR006488,Model 3,50,78.59,39.295,0.15,261.97,119.47
TR006489,Model 3,40,43.18,17.272,0.15,115.15,0.0
TR006490,ZS EV,40,98.1,39.24,0.18,218.0,0.0
TR006491,Atto 3,60,72.56,43.536,0.17,256.09,181.09
TR006492,ZS EV,60,74.24,44.544,0.18,247.47,0.0
TR006493,Atto 3,60,44.99,26.994,0.17,158.79,75.35
TR006494,Atto 3,50,43.2,21.6,0.204,105.88,0.0
TR006495,Leaf,75,66.83,50.123,0.16,313.27,230.04
TR006496,Atto 3,75,40.79,30.593,0.17,179.96,8.46
TR006497,Leaf,75,45.2,33.9,0.152,223.03,161.17
TR006498,Model 3,75,62.35,46.763,0.15,311.75,128.86
TR006499,ZS EV,75,51.27,38.453,0.18,213.63,129.6
TR006500,Atto 3,40,82.66,33.064,0.17,194.49,141.85
TR006501,Model 3,60,68.08,40.848,0.1425,286.65,35.09
TR006502,Leaf,40,96.3,38.52,0.16,240.75,138.12
TR006503,Leaf,50,59.35,29.675,0.192,154.56,0.0
TR006504,Leaf,40,66.38,26.552,0.192,138.29,75.93
TR006505,ZS EV,60,69.45,41.67,0.18,231.5,130.61
TR006506,Leaf,50,94.25,47.125,0.16,294.53,33.82
TR006507,ZS EV,75,86.83,65.123,0.18,361.79,233.8
TR006508,Model 3,75,73.66,55.245,0.1425,387.68,333.56
TR006509,Model 3,60,77.03,46.218,0.18,256.77,143.37
TR006510,Model 3,50,51.85,25.925,0.15,172.83,0.0
TR006511,Model 3,50,52.27,26.135,0.18,145.19,27.67
TR006512,ZS EV,75,40.88,30.66,0.171,179.3,0.0
TR006513,Leaf,75,85.27,63.953,0.16,399.7,272.3
TR006514,Model 3,40,56.81,22.724,0.15,151.49,34.33
TR006515,Model 3,40,49.0,19.6,0.18,108.89,23.85
TR006516,Atto 3,40,83.56,33.424,0.17,196.61,0.0
TR006517,ZS EV,40,66.17,26.468,0.171,154.78,41.67
TR006518,Model 3,60,95.07,57.042,0.1425,400.29,303.69
TR006519,Atto 3,40,91.13,36.452,0.204,178.69,0.0
TR006520,ZS EV,40,53.93,21.572,0.18,119.84,55.3
TR006521,Leaf,75,54.39,40.792,0.192,212.46,143.19
TR006522,Leaf,40,69.84,27.936,0.16,174.6,0.0
TR006523,ZS EV,60,58.88,35.328,0.216,163.56,0.0
TR006524,Leaf,75,88.99,66.743,0.152,439.1,367.36
TR006525,Atto 3,75,87.16,65.37,0.17,384.53,328.0
TR006526,Model 3,40,86.54,34.616,0.15,230.77,38.64
TR006527,Model 3,40,96.17,38.468,0.18,213.71,175.58
TR006528,ZS EV,75,75.3,56.475,0.171,330.26,225.93
TR006529,ZS EV,40,98.47,39.388,0.18,218.82,0.0
TR006530,Leaf,75,45.11,33.833,0.16,211.45,0.0
TR006531,Leaf,60,71.78,43.068,0.192,224.31,138.97
TR006532,Model 3,40,48.09,19.236,0.15,128.24,47.23
TR006533,ZS EV,60,57.78,34.668,0.171,202.74,117.4
TR006534,ZS EV,50,74.05,37.025,0.18,205.69,1.7
TR006535,Atto 3,50,49.14,24.57,0.17,144.53,0.0
TR006536,Leaf,50,50.43,25.215,0.192,131.33,0.0
TR006537,Model 3,40,90.48,36.192,0.15,241.28,86.52
TR006538,Model 3,75,43.69,32.767,0.18,182.04,37.82
TR006539,Atto 3,40,85.44,34.176,0.17,201.04,86.45
TR006540,Model 3,60,64.98,38.988,0.15,259.92,176.6
TR006541,Model 3,75,78.98,59.235,0.18,329.08,126.37
TR006542,Model 3,50,66.98,33.49,0.15,223.27,27.28
TR006543,Atto 3,50,68.32,34.16,0.1615,211.52,61.62
TR006544,Leaf,60,50.59,30.354,0.152,199.7,74.78
TR006545,Leaf,40,77.11,30.844,0.192,160.65,84.0
TR006546,Leaf,60,89.38,53.628,0.152,352.82,173.49
TR006547,Atto 3,60,55.33,33.198,0.1615,205.56,47.97
TR006548,Leaf,60,40.63,24.378,0.16,152.36,17.43
TR006549,Leaf,60,63.27,37.962,0.152,249.75,0.0
TR006550,ZS EV,40,43.56,17.424,0.216,80.67,0.0
TR006551,Model 3,60,58.77,35.262,0.15,235.08,112.37
TR006552,Atto 3,60,72.13,43.278,0.204,212.15,162.77
TR006553,ZS EV,75,86.18,64.635,0.18,359.08,294.31
TR006554,Model 3,40,75.31,30.124,0.18,167.36,0.0
TR006555,Atto 3,75,75.67,56.752,0.17,333.84,0.0
TR006556,ZS EV,50,63.23,31.615,0.171,184.88,64.71
TR006557,Leaf,60,43.51,26.106,0.152,171.75,110.47
TR006558,Atto 3,60,98.51,59.106,0.17,347.68,292.77
TR006559,Model 3,75,69.75,52.312,0.18,290.62,112.92
TR006560,Model 3,50,53.97,26.985,0.15,179.9,69.42
TR006561,ZS EV,50,41.0,20.5,0.18,113.89,0.0
TR006562,ZS EV,75,53.9,40.425,0.18,224.58,0.0
TR006563,Model 3,60,44.06,26.436,0.15,176.24,123.14
TR006564,Atto 3,40,88.93,35.572,0.17,209.25,107.72
TR006565,ZS EV,50,43.16,21.58,0.216,99.91,0.0
TR006566,Atto 3,40,74.61,29.844,0.204,146.29,0.0
TR006567,ZS EV,40,45.79,18.316,0.18,101.76,0.0
TR006568,Model 3,60,91.16,54.696,0.15,364.64,234.74
TR006569,Model 3,50,94.64,47.32,0.18,262.89,130.64
TR006570,Model 3,60,77.95,46.77,0.15,311.8,254.15
TR006571,Model 3,50,69.96,34.98,0.1425,245.47,0.0
TR006572,Atto 3,40,49.98,19.992,0.17,117.6,0.0
TR006573,Atto 3,40,42.17,16.868,0.1615,104.45,0.0
TR006574,ZS EV,75,46.8,35.1,0.18,195.0,0.0
TR006575,ZS EV,40,94.93,37.972,0.171,222.06,105.35
TR006576,Atto 3,60,67.15,40.29,0.17,237.0,94.99
TR006577,Leaf,60,56.31,33.786,0.16,211.16,0.0
TR006578,Leaf,75,73.74,55.305,0.16,345.66,0.0
TR006579,ZS EV,40,65.08,26.032,0.216,120.52,69.94
TR006580,Leaf,75,93.73,70.297,0.152,462.48,323.44
TR006581,Model 3,40,52.78,21.112,0.15,140.75,91.07
TR006582,Atto 3,50,89.24,44.62,0.1615,276.28,45.31
TR006583,Leaf,40,81.73,32.692,0.192,170.27,0.0
TR006584,ZS EV,50,51.37,25.685,0.216,118.91,0.0
TR006585,Leaf,60,52.88,31.728,0.16,198.3,0.0
TR006586,Model 3,50,81.92,40.96,0.15,273.07,69.33
TR006587,Model 3,60,68.25,40.95,0.1425,287.37,40.87
TR006588,Model 3,40,61.5,24.6,0.1425,172.63,128.65
TR006589,Model 3,60,40.71,24.426,0.15,162.84,0.0
TR006590,Model 3,75,58.09,43.568,0.15,290.45,158.5
TR006591,ZS EV,75,83.04,62.28,0.18,346.0,201.4
TR006592,Model 3,50,90.24,45.12,0.15,300.8,184.19
TR006593,ZS EV,40,80.66,32.264,0.216,149.37,77.6
TR006594,Model 3,50,44.57,22.285,0.15,148.57,0.0
TR006595,Model 3,75,82.53,61.898,0.1425,434.37,370.45
TR006596,Atto 3,50,84.93,42.465,0.1615,262.94,187.89
TR006597,Atto 3,50,90.24,45.12,0.204,221.18,143.56
TR006598,Atto 3,60,41.53,24.918,0.17,146.58,0.0
TR006599,Atto 3,50,96.24,48.12,0.204,235.88,167.45
TR006600,ZS EV,60,86.34,51.804,0.171,302.95,240.74
TR006601,Leaf,50,58.69,29.345,0.192,152.84,0.0
TR006602,ZS EV,75,53.06,39.795,0.18,221.08,59.88
TR006603,Leaf,50,96.57,48.285,0.192,251.48,0.0
TR006604,ZS EV,50,63.97,31.985,0.18,177.69,0.0
TR006605,Model 3,50,70.04,35.02,0.15,233.47,144.61
TR006606,Leaf,75,82.81,62.108,0.16,388.17,262.37
TR006607,Leaf,75,47.77,35.828,0.16,223.92,0.0
TR006608,Atto 3,50,57.34,28.67,0.17,168.65,0.0
TR006609,Leaf,50,87.85,43.925,0.192,228.78,184.05
TR006610,Atto 3,40,62.49,24.996,0.17,147.04,0.0
TR006611,Atto 3,75,90.85,68.138,0.17,400.81,348.14
TR006612,ZS EV,60,87.57,52.542,0.18,291.9,174.79
TR006613,ZS EV,50,78.2,39.1,0.171,228.65,177.88
TR006614,Model 3,75,96.72,72.54,0.15,483.6,422.43
TR006615,Leaf,60,77.22,46.332,0.16,289.57,153.66
TR006616,Model 3,50,70.96,35.48,0.15,236.53,48.67
TR006617,Leaf,75,66.18,49.635,0.16,310.22,201.22
TR006618,Atto 3,75,87.8,65.85,0.17,387.35,316.58
TR006619,Model 3,60,67.48,40.488,0.1425,284.13,38.47
TR006620,Atto 3,50,43.58,21.79,0.17,128.18,0.0
TR006621,ZS EV,75,74.92,56.19,0.18,312.17,129.05
TR006622,Atto 3,75,44.74,33.555,0.204,164.49,28.53
TR006623,Model 3,75,53.55,40.163,0.15,267.75,170.1
TR006624,ZS EV,40,70.78,28.312,0.18,157.29,0.0
TR006625,Atto 3,50,46.69,23.345,0.204,114.44,0.0
TR006626,Model 3,75,81.51,61.133,0.18,339.62,299.46
TR006627,Model 3,40,45.05,18.02,0.15,120.13,0.0
TR006628,Atto 3,40,82.16,32.864,0.17,193.32,128.92
TR006629,Model 3,75,72.99,54.742,0.1425,384.16,268.86
TR006630,Atto 3,40,55.28,22.112,0.17,130.07,68.22
TR006631,Atto 3,75,57.66,43.245,0.204,211.99,10.07
TR006632,ZS EV,60,59.76,35.856,0.171,209.68,163.15
TR006633,Leaf,50,60.04,30.02,0.192,156.35,57.26
TR006634,Atto 3,60,87.91,52.746,0.17,310.27,247.3
TR006635,Atto 3,40,71.01,28.404,0.17,167.08,0.0
TR006636,Atto 3,75,92.03,69.022,0.17,406.01,80.63
TR006637,Leaf,60,70.38,42.228,0.16,263.92,238.52
TR006638,Model 3,50,56.67,28.335,0.15,188.9,133.22
TR006639,Atto 3,60,55.29,33.174,0.204,162.62,0.0
TR006640,Leaf,40,61.52,24.608,0.152,161.89,0.0
TR006641,Model 3,50,67.34,33.67,0.1425,236.28,165.69
TR006642,Model 3,60,64.86,38.916,0.18,216.2,0.0
TR006643,Leaf,40,89.38,35.752,0.16,223.45,64.08
TR006644,Atto 3,40,47.89,19.156,0.1615,118.61,87.46
TR006645,ZS EV,50,75.64,37.82,0.18,210.11,64.16
TR006646,Atto 3,50,57.89,28.945,0.1615,179.23,61.38
TR006647,ZS EV,75,76.99,57.742,0.171,337.68,216.13
TR006648,Model 3,75,74.63,55.972,0.1425,392.79,139.95
TR006649,Leaf,40,53.64,21.456,0.16,134.1,0.0
TR006650,ZS EV,75,62.05,46.538,0.18,258.54,231.53
TR006651,ZS EV,50,46.76,23.38,0.18,129.89,0.0
TR006652,Model 3,60,53.64,32.184,0.15,214.56,131.3
TR006653,Atto 3,40,88.44,35.376,0.204,173.41,32.39
TR006654,Leaf,40,96.05,38.42,0.16,240.12,125.7
TR006655,Leaf,60,89.25,53.55,0.16,334.69,286.14
TR006656,ZS EV,50,97.31,48.655,0.216,225.25,0.0
TR006657,Model 3,40,68.72,27.488,0.15,183.25,89.04
TR006658,Leaf,75,73.12,54.84,0.16,342.75,299.8
TR006659,Leaf,75,72.57,54.427,0.192,283.48,0.0
TR006660,Atto 3,60,97.55,58.53,0.17,344.29,114.02
TR006661,Leaf,50,73.36,36.68,0.192,191.04,0.0
TR006662,Model 3,60,73.43,44.058,0.1425,309.18,14.85
TR006663,ZS EV,60,89.37,53.622,0.216,248.25,164.93
TR006664,Atto 3,60,62.48,37.488,0.17,220.52,0.0
TR006665,ZS EV,60,61.8,37.08,0.18,206.0,137.08
TR006666,Atto 3,50,78.87,39.435,0.1615,244.18,176.28
TR006667,Atto 3,60,87.08,52.248,0.1615,323.52,156.65
TR006668,Leaf,60,91.79,55.074,0.152,362.33,322.1
TR006669,Atto 3,50,68.66,34.33,0.17,201.94,0.0
TR006670,Leaf,50,44.13,22.065,0.16,137.91,68.64
TR006671,Model 3,75,79.0,59.25,0.15,395.0,86.09
TR006672,Model 3,50,64.07,32.035,0.15,213.57,0.0
TR006673,ZS EV,40,76.52,30.608,0.171,178.99,31.58
TR006674,Leaf,75,80.93,60.698,0.16,379.36,299.97
TR006675,Leaf,60,80.4,48.24,0.16,301.5,180.24
TR006676,Leaf,75,58.96,44.22,0.16,276.38,31.7
TR006677,ZS EV,75,74.38,55.785,0.18,309.92,210.72
TR006678,Model 3,75,80.57,60.427,0.15,402.85,337.12
TR006679,ZS EV,60,71.75,43.05,0.216,199.31,36.24
TR006680,Model 3,75,85.59,64.192,0.18,356.62,155.8
TR006681,Atto 3,75,89.17,66.877,0.1615,414.1,328.15
TR006682,Atto 3,50,65.18,32.59,0.1615,201.8,43.09
TR006683,Model 3,40,95.36,38.144,0.1425,267.68,148.09
TR006684,Model 3,60,43.84,26.304,0.15,175.36,86.35
TR006685,ZS EV,50,99.44,49.72,0.171,290.76,37.4
TR006686,Leaf,75,78.41,58.807,0.152,386.89,163.72
TR006687,Atto 3,50,91.95,45.975,0.17,270.44,203.0
TR006688,Atto 3,40,77.76,31.104,0.17,182.96,30.78
TR006689,Model 3,40,80.93,32.372,0.15,215.81,164.92
TR006690,ZS EV,60,51.25,30.75,0.171,179.82,59.81
TR006691,Atto 3,60,51.9,31.14,0.17,183.18,0.0
TR006692,Atto 3,50,53.75,26.875,0.17,158.09,0.0
TR006693,Leaf,40,77.47,30.988,0.16,193.68,65.54
TR006694,Leaf,75,46.34,34.755,0.16,217.22,15.68
TR006695,Atto 3,60,85.37,51.222,0.17,301.31,208.39
TR006696,Atto 3,50,44.71,22.355,0.17,131.5,43.92
TR006697,Model 3,40,51.3,20.52,0.15,136.8,0.0
TR006698,Leaf,40,72.02,28.808,0.192,150.04,37.67
TR006699,ZS EV,75,82.21,61.657,0.171,360.57,301.38
TR006700,Model 3,75,71.62,53.715,0.15,358.1,202.08
TR006701,Leaf,60,90.06,54.036,0.152,355.5,119.97
TR006702,Atto 3,50,72.86,36.43,0.17,214.29,160.66
TR006703,Model 3,75,90.4,67.8,0.1425,475.79,361.13
TR006704,ZS EV,40,77.83,31.132,0.171,182.06,0.0
TR006705,Leaf,75,87.51,65.632,0.192,341.84,54.25
TR006706,ZS EV,50,67.92,33.96,0.18,188.67,26.45
TR006707,Leaf,40,80.28,32.112,0.16,200.7,0.0
TR006708,Leaf,60,59.04,35.424,0.152,233.05,41.3
TR006709,ZS EV,60,41.05,24.63,0.216,114.03,0.0
TR006710,Atto 3,75,63.42,47.565,0.204,233.16,127.01
TR006711,Atto 3,60,40.61,24.366,0.204,119.44,0.0
TR006712,Atto 3,60,73.8,44.28,0.17,260.47,0.0
TR006713,Leaf,60,62.24,37.344,0.16,233.4,3.02
TR006714,Atto 3,40,51.04,20.416,0.17,120.09,0.0
TR006715,Atto 3,50,47.43,23.715,0.17,139.5,73.14
TR006716,Leaf,75,60.89,45.667,0.152,300.44,91.08
TR006717,Leaf,40,77.3,30.92,0.152,203.42,0.0
TR006718,Atto 3,50,48.82,24.41,0.17,143.59,0.0
TR006719,Model 3,75,62.72,47.04,0.18,261.33,108.23
TR006720,Atto 3,75,83.49,62.617,0.1615,387.72,318.28
TR006721,Leaf,75,42.54,31.905,0.192,166.17,0.0
TR006722,Model 3,40,71.61,28.644,0.15,190.96,86.16
TR006723,Leaf,75,42.34,31.755,0.16,198.47,0.0
TR006724,Model 3,60,96.18,57.708,0.1425,404.97,281.47
TR006725,Model 3,75,43.5,32.625,0.18,181.25,38.93
TR006726,Atto 3,40,49.33,19.732,0.17,116.07,0.0
TR006727,Leaf,75,79.47,59.602,0.16,372.52,308.17
TR006728,Leaf,50,63.62,31.81,0.192,165.68,0.0
TR006729,Atto 3,50,91.26,45.63,0.17,268.41,46.56
TR006730,Leaf,60,67.42,40.452,0.16,252.83,138.88
TR006731,Model 3,40,57.58,23.032,0.15,153.55,22.41
TR006732,Leaf,40,66.96,26.784,0.16,167.4,0.0
TR006733,ZS EV,40,91.75,36.7,0.216,169.91,110.3
TR006734,Atto 3,40,52.74,21.096,0.17,124.09,0.0
TR006735,Model 3,50,40.95,20.475,0.15,136.5,94.18
TR006736,Leaf,75,83.76,62.82,0.16,392.62,306.83
TR006737,Atto 3,60,77.9,46.74,0.204,229.12,139.56
TR006738,Leaf,40,69.47,27.788,0.16,173.68,122.46
TR006739,ZS EV,40,92.5,37.0,0.171,216.37,110.2
TR006740,ZS EV,60,80.49,48.294,0.18,268.3,59.43
TR006741,Model 3,60,60.39,36.234,0.1425,254.27,108.67
TR006742,Atto 3,40,95.33,38.132,0.17,224.31,155.65
TR006743,Atto 3,50,40.82,20.41,0.204,100.05,0.0
TR006744,Leaf,75,51.28,38.46,0.16,240.38,0.0
TR006745,Atto 3,60,59.2,35.52,0.1615,219.94,161.02
TR006746,ZS EV,50,56.2,28.1,0.18,156.11,68.22
TR006747,Leaf,50,76.08,38.04,0.16,237.75,118.37
TR006748,Atto 3,40,50.56,20.224,0.17,118.96,18.18
TR006749,Leaf,60,62.03,37.218,0.16,232.61,69.44
TR006750,Model 3,50,57.78,28.89,0.1425,202.74,33.24
TR006751,Atto 3,60,96.31,57.786,0.17,339.92,289.53
TR006752,Atto 3,75,98.57,73.927,0.17,434.87,272.94
TR006753,Leaf,40,69.49,27.796,0.152,182.87,0.0
TR006754,ZS EV,40,52.56,21.024,0.18,116.8,50.99
TR006755,Atto 3,60,62.64,37.584,0.204,184.24,93.18
TR006756,Atto 3,50,99.15,49.575,0.204,243.01,81.97
TR006757,ZS EV,40,40.45,16.18,0.18,89.89,0.0
TR006758,Leaf,40,98.18,39.272,0.16,245.45,45.73
TR006759,Model 3,75,60.62,45.465,0.15,303.1,0.0
TR006760,Atto 3,60,68.45,41.07,0.1615,254.3,208.9
TR006761,Leaf,75,59.08,44.31,0.192,230.78,0.0
TR006762,Atto 3,75,47.58,35.685,0.17,209.91,0.0
TR006763,ZS EV,60,48.2,28.92,0.18,160.67,0.0
TR006764,Model 3,75,74.47,55.852,0.1425,391.95,298.91
TR006765,Leaf,50,50.23,25.115,0.152,165.23,84.4
TR006766,Model 3,75,49.74,37.305,0.15,248.7,0.0
TR006767,ZS EV,60,81.07,48.642,0.18,270.23,87.26
TR006768,Leaf,75,45.56,34.17,0.16,213.56,0.0
TR006769,Atto 3,40,50.55,20.22,0.17,118.94,0.0
TR006770,Atto 3,60,51.15,30.69,0.17,180.53,0.0
TR006771,ZS EV,40,50.46,20.184,0.216,93.44,18.7
TR006772,Leaf,75,84.0,63.0,0.16,393.75,339.73
TR006773,Leaf,60,52.71,31.626,0.192,164.72,29.93
TR006774,ZS EV,40,52.66,21.064,0.216,97.52,69.81
TR006775,ZS EV,40,66.3,26.52,0.18,147.33,44.48
TR006776,Leaf,50,78.03,39.015,0.16,243.84,38.31
TR006777,Model 3,75,94.65,70.987,0.15,473.25,315.06
TR006778,Model 3,40,42.98,17.192,0.18,95.51,0.0
TR006779,Atto 3,60,88.9,53.34,0.17,313.76,173.74
TR006780,ZS EV,60,53.8,32.28,0.216,149.44,0.0
TR006781,Atto 3,50,60.04,30.02,0.204,147.16,15.6
TR006782,Atto 3,50,65.34,32.67,0.17,192.18,1.32
TR006783,Model 3,75,85.22,63.915,0.18,355.08,237.36
TR006784,Atto 3,50,98.56,49.28,0.17,289.88,102.61
TR006785,Atto 3,50,65.0,32.5,0.17,191.18,6.15
TR006786,Atto 3,50,54.25,27.125,0.17,159.56,0.0
TR006787,ZS EV,60,68.95,41.37,0.18,229.83,27.93
TR006788,Atto 3,40,96.52,38.608,0.204,189.25,17.43
TR006789,ZS EV,40,68.62,27.448,0.216,127.07,0.0
TR006790,Leaf,60,90.82,54.492,0.192,283.81,94.89
TR006791,ZS EV,40,91.9,36.76,0.216,170.19,0.0
TR006792,Atto 3,50,54.97,27.485,0.17,161.68,0.0
TR006793,Atto 3,40,70.73,28.292,0.17,166.42,55.45
TR006794,Model 3,75,81.61,61.208,0.18,340.04,106.16
TR006795,Atto 3,60,45.98,27.588,0.1615,170.82,90.28
TR006796,Leaf,50,77.47,38.735,0.16,242.09,141.54
TR006797,ZS EV,40,75.65,30.26,0.216,140.09,18.76
TR006798,Atto 3,75,73.64,55.23,0.204,270.74,21.53
TR006799,ZS EV,75,81.99,61.492,0.18,341.62,158.35
TR006800,ZS EV,60,51.87,31.122,0.171,182.0,128.94
TR006801,Atto 3,60,78.15,46.89,0.17,275.82,31.93
TR006802,ZS EV,60,62.01,37.206,0.18,206.7,0.0
TR006803,Model 3,50,69.81,34.905,0.15,232.7,67.62
TR006804,Leaf,60,43.38,26.028,0.152,171.24,0.0
TR006805,Leaf,75,80.69,60.517,0.192,315.2,116.06
TR006806,ZS EV,75,74.16,55.62,0.18,309.0,125.01
TR006807,Model 3,60,57.45,34.47,0.1425,241.89,130.24
TR006808,Leaf,50,91.26,45.63,0.16,285.19,38.76
TR006809,ZS EV,75,53.4,40.05,0.18,222.5,122.9
TR006810,ZS EV,60,59.7,35.82,0.18,199.0,0.0
TR006811,ZS EV,40,98.21,39.284,0.171,229.73,24.78
TR006812,Model 3,50,53.88,26.94,0.15,179.6,21.08
TR006813,Model 3,40,87.36,34.944,0.15,232.96,133.48
TR006814,Model 3,75,77.93,58.448,0.15,389.65,0.0
TR006815,ZS EV,60,70.31,42.186,0.18,234.37,118.27
TR006816,Atto 3,40,51.4,20.56,0.17,120.94,72.08
TR006817,Atto 3,40,76.29,30.516,0.17,179.51,0.0
TR006818,Atto 3,40,63.25,25.3,0.1615,156.66,51.33
TR006819,ZS EV,40,47.19,18.876,0.18,104.87,46.38
TR006820,Atto 3,60,44.44,26.664,0.204,130.71,0.0
TR006821,Leaf,75,67.47,50.602,0.16,316.27,153.36
TR006822,Atto 3,50,55.98,27.99,0.204,137.21,13.77
TR006823,Model 3,60,48.92,29.352,0.15,195.68,19.13
TR006824,Leaf,60,98.99,59.394,0.16,371.21,13.68
TR006825,ZS EV,40,70.36,28.144,0.171,164.58,45.46
TR006826,Leaf,75,80.53,60.398,0.192,314.57,91.6
